Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Number of views last 7 days,EUR_price,Country,City,Price_groub,Views Performance
Motor Yacht,Cantieri Estensi power boats,"Used boat,Diesel",2007,16.1,4.8,GRP,39,368000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Giorgi power boats,Used boat,2014,15.4,3.33,GRP,39,350000.0,Italy, Liguria ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",0,12.33,3.8,GRP,39,337246.0,Germany,2,Expensive (more than 250000),Low (less than 70)
Pilothouse,Rose Island power boats,Used boat,2004,16.67,4.56,GRP,39,290000.0,Italy, Sardegna ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sessa power boats,"Used boat,Diesel",2009,11.88,3.99,GRP,39,260000.0,Croatia(Hrvatska), INFO DD-YACHTING,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Primatist power boats,"Used boat,Diesel",2009,14.1,4.5,GRP,39,260000.0,Italy, Tirreno,Expensive (more than 250000),Low (less than 70)
Flybridge,Ferretti power boats,"Used boat,Diesel",2000,16.3,4.73,GRP,39,250000.0,Italy, Lazio ,Expensive (more than 250000),Low (less than 70)
Trawler,Smelne power boats,Used boat,2001,14.25,4.2,Steel,39,239000.0,Netherlands, In verkoophaven,Expensive (more than 250000),Low (less than 70)
Hardtop,Jeanneau power boats,"new boat from stock,Diesel",2020,9.22,3.0,PVC,39,175441.5,UnitedKingdom," Lincoln, Lincoln",Expensive (more than 250000),Low (less than 70)
Flybridge,Dellapasqua power boats,"Used boat,Diesel",1998,15.98,4.4,GRP,39,158000.0,Italy, Friuli-Venezia Giulia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Atlantis power boats,"Used boat,Diesel",2008,13.5,4.05,GRP,39,157000.0,Italy, Aprilia Marittima di Latisana (UD),Expensive (more than 250000),Low (less than 70)
Hardtop,Cayman power boats,"Used boat,Diesel",2006,13.24,4.42,GRP,39,139000.0,Italy, Marche - Umbria ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sea Ray power boats,"Used boat,Unleaded",2008,10.78,3.46,GRP,39,119000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,9.0,2.97,PVC,39,109000.0,France," LEGE, LEGE",Expensive (more than 250000),Low (less than 70)
Fishing Boat,Boston Whaler power boats,"Used boat,Unleaded",2008,8.51,2.9,GRP,39,90000.0,Italy, Campania ,Medium (44290-250000),Low (less than 70)
Fishing Boat,Luhrs power boats,"Used boat,Diesel",2008,9.7,3.5,GRP,39,85000.0,Italy, Mar Mediterraneo,Medium (44290-250000),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.17,2.8,GRP,39,75500.0,France," granville, granville",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,PVC,39,74900.0,France," les sables d'olonne, les sables d'olonne",Medium (44290-250000),Low (less than 70)
Deck Boat,Jeanneau power boats,new boat from stock,2019,7.62,2.51,GRP,39,79501.5,UnitedKingdom," Swanwick, Swanwick",Medium (44290-250000),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.2,2.53,Carbon Fiber,39,66590.0,France," 29200 BREST, France",Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.6,2.98,GRP,39,61166.0,Germany, Bnningstedt / Werft,Medium (44290-250000),Low (less than 70)
Motor Yacht,Treffer power boats,Used boat,1997,9.5,3.1,Steel,39,54900.0,Netherlands, In verkoophaven,Medium (44290-250000),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.41,2.48,Steel,39,53900.0,France," PLUNERET, France",Medium (44290-250000),Low (less than 70)
Motor Yacht,Quicksilver power boats,new boat from stock,2019,6.45,2.55,GRP,39,48500.0,Italy, Venezia,Medium (44290-250000),Low (less than 70)
Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,39,43900.0,Germany, Bayern ,Cheap (less than 44290),Low (less than 70)
Sport Boat,Larson power boats,"Used boat,Unleaded",2015,5.36,2.33,PVC,39,19950.0,Other, St. Julians,Cheap (less than 44290),Low (less than 70)
Deck Boat,Parker power boats,"new boat from stock,Unleaded",0,6.6,2.5,GRP,38,27925.0,Germany, AB WERFT,Cheap (less than 44290),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2005,7.6,2.75,PVC,38,35000.0,France," loctudy, France",Cheap (less than 44290),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,5.52,2.4,PVC,38,39922.0,Other," Parchal, Portugal",Cheap (less than 44290),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,PVC,38,45000.0,Other,None,Medium (44290-250000),Low (less than 70)
Pilothouse,Jeanneau power boats,"Used boat,Unleaded",2016,7.25,2.81,Steel,38,46000.0,France," 56170 QUIBERON, France",Medium (44290-250000),Low (less than 70)
Pilothouse,Jeanneau power boats,Used boat,2019,7.92,2.77,GRP,38,75991.5,UnitedKingdom," Swanwick, Royaume Uni",Medium (44290-250000),Low (less than 70)
Center console boat,Innovazioni e Progetti power boats,"Used boat,Diesel",2004,12.66,4.15,GRP,38,105000.0,Italy, Toscana ,Expensive (more than 250000),Low (less than 70)
Flybridge,Azimut power boats,"Used boat,Diesel",2006,12.9,4.22,GRP,38,245000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,7.98,2.75,PVC,38,251000.0,France," Yvoire, France",Expensive (more than 250000),Low (less than 70)
Hardtop,Tiara power boats,"Used boat,Diesel",2005,15.34,4.42,GRP,38,250000.0,Spain, Mallorca ,Expensive (more than 250000),Low (less than 70)
Flybridge,Posillipo power boats,"Used boat,Diesel",1996,20.2,5.5,GRP,38,380000.0,Italy, Sabaudia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,BÃ©nÃ©teau power boats,Used boat,2017,14.78,4.2,GRP,38,430000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,Sunseeker power boats,"new boat from stock,Diesel",2020,23.62,5.97,GRP,38,3258450.0,UnitedKingdom, Poole,Expensive (more than 250000),Low (less than 70)
Flybridge,Princess power boats,"Used boat,Diesel",2013,22.35,5.49,GRP,38,1549000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,Sealine power boats,"Used boat,Diesel",2005,17.7,4.84,GRP,38,659000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,Sanlorenzo power boats,"Used boat,Diesel",1998,24.95,6.17,GRP,38,580000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,Cayman power boats,"Used boat,Diesel",2008,15.0,4.5,GRP,38,450000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Flybridge,Galeon power boats,"Used boat,Diesel",2016,12.5,4.16,GRP,38,449000.0,Spain, INFO DD-YACHTING,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Monachus power boats,"Used boat,Diesel",2008,13.85,4.2,GRP,38,260000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Flybridge,Ferretti power boats,"Used boat,Diesel",1995,13.98,4.5,GRP,38,215000.0,Italy, Nord Adria,Expensive (more than 250000),Low (less than 70)
Trawler,Katwijker power boats,"Used boat,Diesel",1922,26.5,5.0,Steel,38,179500.0,Netherlands, Oude-Meer,Expensive (more than 250000),Low (less than 70)
Flybridge,Rodman power boats,"Used boat,Diesel",2007,10.7,3.84,GRP,38,140000.0,Spain," Alicante, Spain",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Rio power boats,"Used boat,Diesel",2005,13.35,4.0,GRP,38,139000.0,Italy, Informationen BCM-Yachtsales,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Menorquin power boats,"Used boat,Diesel",2006,10.45,3.7,GRP,38,127000.0,Italy, Aprilia Marittima,Expensive (more than 250000),Low (less than 70)
Trawler,Marhen power boats,Used boat,2006,10.85,3.6,Steel,38,119500.0,Netherlands, Op afspraak/on appointment/auf Termin,Expensive (more than 250000),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.8,2.99,PVC,38,117780.0,France," FRANCE, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sagemar power boats,"Used boat,Diesel",1990,9.99,3.6,GRP,38,65000.0,Italy, Toscana ,Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.31,2.52,GRP,38,56900.0,Germany, Bnningstedt,Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,7.48,2.53,PVC,38,51900.0,France," PORT LEUCATE, France",Medium (44290-250000),Low (less than 70)
Bowrider,Campion power boats,"new boat from stock,Unleaded",2020,6.1,2.34,GRP,38,45900.0,Other,None,Medium (44290-250000),Low (less than 70)
Deck Boat,Jeanneau power boats,new boat from stock,2020,6.58,2.46,PVC,38,45864.0,UnitedKingdom," Burton Waters, Burton Waters",Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.98,2.78,GRP,38,41500.0,Other,None,Cheap (less than 44290),Low (less than 70)
Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,6.4,2.5,PVC,38,39500.0,France," PORNICHET, PORNICHET",Cheap (less than 44290),Low (less than 70)
Pilothouse,Jeanneau power boats,new boat from stock,2020,5.0,2.0,GRP,38,33930.0,Denmark, Svendborg,Cheap (less than 44290),Low (less than 70)
Center console boat,Rio power boats,"Used boat,Unleaded",2006,9.5,3.05,GRP,37,48000.0,Italy, Emilia Romagna ,Medium (44290-250000),Low (less than 70)
Motor Yacht,Dellapasqua power boats,"Used boat,Diesel",1988,10.86,3.6,GRP,37,52000.0,Italy, Veneto ,Medium (44290-250000),Low (less than 70)
Motor Yacht,Intermare power boats,Used boat,2004,9.1,3.0,GRP,37,62000.0,Italy, Toscana ,Medium (44290-250000),Low (less than 70)
Sport Boat,Ganz Boats power boats,Used boat,2011,6.8,2.35,GRP,37,69000.0,Italy, Moniga del Garda (BS),Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.76,GRP,37,71000.0,France," CAPBRETON, CAPBRETON",Medium (44290-250000),Low (less than 70)
Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,7.09,2.5,PVC,37,70900.0,France," PORT LEUCATE, France",Medium (44290-250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,"Used boat,Unleaded",2019,10.44,3.32,GRP,37,199000.0,Croatia(Hrvatska), INFO DD-YACHTING,Expensive (more than 250000),Low (less than 70)
Flybridge,Sagemar power boats,"Used boat,Diesel",2001,13.8,4.1,GRP,37,230000.0,Italy, Lazio ,Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"Used boat,Diesel",2011,13.88,4.25,GRP,37,290000.0,Italy, Nr. Rome,Expensive (more than 250000),Low (less than 70)
Flybridge,Doqueve power boats,"Used boat,Diesel",2008,15.4,4.6,GRP,37,299000.0,Spain, Murcia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Elegance power boats,"Used boat,Diesel",2008,16.4,4.8,GRP,37,499000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sanlorenzo power boats,"Used boat,Diesel",2008,26.75,6.75,GRP,37,2450000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Fipa Italiana power boats,"Used boat,Diesel",2000,21.0,5.0,GRP,37,495000.0,Croatia(Hrvatska), Kvarner,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Fairline power boats,"Used boat,Diesel",2006,18.88,4.75,GRP,37,440000.0,Croatia(Hrvatska), On request,Expensive (more than 250000),Low (less than 70)
Flybridge,Galeon power boats,"Used boat,Diesel",2009,16.0,4.78,GRP,37,369000.0,Spain, Mallorca ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Uniesse power boats,"Used boat,Diesel",2007,14.67,4.62,GRP,37,339000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,Jeanneau power boats,"Used boat,Diesel",2017,11.43,3.84,PVC,37,315000.0,Other," PRAGUE, R©publique Tch¨que",Expensive (more than 250000),Low (less than 70)
Hardtop,Innovazioni e Progetti power boats,"Used boat,Diesel",2008,14.7,4.64,GRP,37,229000.0,Italy, Veneto ,Expensive (more than 250000),Low (less than 70)
Hardtop,Giorgi power boats,"Used boat,Diesel",2009,15.6,4.2,GRP,37,219000.0,Italy, Friuli-Venezia Giulia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Solare power boats,"Used boat,Diesel",2006,12.5,4.2,GRP,37,215000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Cayman power boats,"Used boat,Diesel",2008,13.9,4.25,GRP,37,170000.0,Italy, Sardegna ,Expensive (more than 250000),Low (less than 70)
Deck Boat,Cayman power boats,"Used boat,Diesel",1999,12.3,4.16,GRP,37,110000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Hardtop,Faeton power boats,"Used boat,Diesel",2006,10.8,3.95,GRP,37,105000.0,Italy, Liguria ,Expensive (more than 250000),Low (less than 70)
Sport Boat,Sessa power boats,"Used boat,Diesel",2005,10.6,3.53,GRP,37,95000.0,Spain," Barcelona, Spain",Medium (44290-250000),Low (less than 70)
Flybridge,ST power boats,"Used boat,Diesel",2006,10.74,3.68,PVC,37,79000.0,France," LA GRANDE MOTTE, France",Medium (44290-250000),Low (less than 70)
Classic,Cranchi power boats,Used boat,1965,6.05,1.95,Wood,37,79000.0,Germany, N¤he Stuttgart,Medium (44290-250000),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,7.92,2.77,PVC,37,80458.56,UnitedKingdom," Swanwick, Royaume Uni",Medium (44290-250000),Low (less than 70)
Motor Yacht,Formula power boats,"Used boat,Unleaded",1992,11.28,3.66,GRP,37,69000.0,Germany, Bremen,Medium (44290-250000),Low (less than 70)
Flybridge,ST power boats,"Used boat,Diesel",2008,10.0,3.34,PVC,37,69000.0,France," SAINT CYPRIEN, SAINT CYPRIEN",Medium (44290-250000),Low (less than 70)
Pilothouse,Faeton power boats,"Used boat,Diesel",2005,8.75,3.0,GRP,37,65000.0,Italy, Veneto ,Medium (44290-250000),Low (less than 70)
Bowrider,Campion power boats,new boat from stock,2020,6.0,2.0,GRP,37,55120.0,Denmark, Svendborg,Medium (44290-250000),Low (less than 70)
Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.2,2.34,GRP,37,46500.0,Germany, Bayern ,Medium (44290-250000),Low (less than 70)
Pontoon Boat,Cantieri Nautici Ferrario power boats,"new boat from stock,Unleaded",2019,6.5,2.4,GRP,36,32500.0,Italy, Dormelletto,Cheap (less than 44290),Low (less than 70)
Center console boat,Pacific Craft power boats,"Used boat,Unleaded",2018,6.24,2.5,PVC,36,32490.0,France," Le Havre, France",Cheap (less than 44290),Low (less than 70)
Sport Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2017,7.64,2.66,PVC,36,49900.0,France," PORT LEUCATE, France",Medium (44290-250000),Low (less than 70)
Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2020,5.94,2.54,GRP,36,54370.0,Germany, Berlin ,Medium (44290-250000),Low (less than 70)
Pilothouse,Parker power boats,"new boat from stock,Unleaded",0,7.9,2.9,GRP,36,64260.0,Germany, AB WERFT,Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,8.23,2.79,Steel,36,74229.0,France," PLUNERET, France",Medium (44290-250000),Low (less than 70)
Sport Boat,Salpa power boats,"Used boat,Diesel",2008,9.4,3.35,GRP,36,75000.0,Croatia(Hrvatska),None,Medium (44290-250000),Low (less than 70)
Motor Yacht,3B Craft power boats,"Used boat,Diesel",2005,11.7,3.33,GRP,36,130000.0,Italy, Mar Tirreno,Expensive (more than 250000),Low (less than 70)
Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,9.12,9.98,PVC,36,145900.0,France," PORNICHET, France",Expensive (more than 250000),Low (less than 70)
Trawler,Topaz power boats,Used boat,1995,14.85,4.8,Steel,36,199900.0,Netherlands, Sneek,Expensive (more than 250000),Low (less than 70)
Flybridge,Sealine power boats,"Used boat,Diesel",2009,12.88,4.21,GRP,36,238000.0,Italy, Ligurien,Expensive (more than 250000),Low (less than 70)
Flybridge,Jeanneau power boats,"new boat on order,Diesel",2020,11.43,3.84,GRP,36,331296.0,Germany, Bayern ,Expensive (more than 250000),Low (less than 70)
Trawler,Integrity power boats,"new boat from stock,Diesel",2020,11.7,4.11,GRP,36,359000.0,Germany, Rostock,Expensive (more than 250000),Low (less than 70)
Trawler,Doggersbank power boats,"Used boat,Diesel",1990,19.0,5.0,Steel,36,450000.0,Netherlands, onbekend,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2007,19.81,5.03,GRP,36,550000.0,Spain, Ibiza,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Maiora power boats,"Used boat,Diesel",2004,23.1,5.75,GRP,36,870000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Hardtop,Sunseeker power boats,"Used boat,Diesel",2010,20.34,4.91,GRP,36,990000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Dominator power boats,"Used boat,Diesel",2008,19.76,5.15,GRP,36,630000.0,Italy, Sizilien,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Astondoa power boats,"Used boat,Diesel",2005,16.65,4.65,GRP,36,465000.0,Other, Lisbon,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2013,12.92,3.9,GRP,36,339000.0,Spain, Eivissa-San Juan,Expensive (more than 250000),Low (less than 70)
Flybridge,Enterprise Marine power boats,"Used boat,Diesel",2009,12.15,4.1,GRP,36,210000.0,Italy," Piemonte, Carrega Ligure",Expensive (more than 250000),Low (less than 70)
Hardtop,Dellapasqua power boats,"Used boat,Diesel",2008,13.97,3.8,GRP,36,210000.0,Italy, Lazio ,Expensive (more than 250000),Low (less than 70)
Fishing Boat,Wellcraft power boats,"Used boat,Diesel",2006,11.7,4.16,GRP,36,199000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,Used boat,2019,10.56,3.32,PVC,36,199000.0,Croatia(Hrvatska)," Split, Croatie",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Fiart Mare power boats,"Used boat,Diesel",2008,11.87,3.88,PVC,36,178000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,13.95,4.3,GRP,36,175000.0,Other, Algarve,Expensive (more than 250000),Low (less than 70)
Deck Boat,Albatro power boats,"new boat from stock,Unleaded",2017,8.5,3.04,GRP,36,139000.0,Germany, Berlin ,Expensive (more than 250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,8.6,2.98,GRP,36,131000.0,Germany, Bnningstedt,Expensive (more than 250000),Low (less than 70)
Motor Yacht,BÃ©nÃ©teau power boats,"Used boat,Diesel",0,10.45,3.72,GRP,36,129000.0,Other, malta,Expensive (more than 250000),Low (less than 70)
Flybridge,Carnevali power boats,"Used boat,Diesel",2001,11.08,3.75,GRP,36,105000.0,France, Francia Mediterraneo,Expensive (more than 250000),Low (less than 70)
Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,8.5,2.89,PVC,36,99000.0,France," Lorient, France",Expensive (more than 250000),Low (less than 70)
Deck Boat,Ocqueteau power boats,"new boat from stock,Diesel",2017,6.91,2.64,GRP,36,74874.15,UnitedKingdom," Southampton, Maldon",Medium (44290-250000),Low (less than 70)
Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,7.23,2.55,GRP,36,65693.0,Germany, MUENCHEN,Medium (44290-250000),Low (less than 70)
Cabin Boat,Campion power boats,"new boat from stock,Unleaded",2020,7.69,2.59,GRP,36,62900.0,Other,None,Medium (44290-250000),Low (less than 70)
Sport Boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,GRP,36,62900.0,Germany, Bayern ,Medium (44290-250000),Low (less than 70)
Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",0,6.55,2.55,GRP,36,55600.0,Germany, Hamburg ,Medium (44290-250000),Low (less than 70)
Sport Boat,Cranchi power boats,Used boat,2000,9.1,2.9,GRP,36,49500.0,Netherlands, In verkoophaven,Medium (44290-250000),Low (less than 70)
Pilothouse,Rodman power boats,"Used boat,Diesel",2002,8.4,3.05,PVC,36,40000.0,France," 29200 BREST, France",Cheap (less than 44290),Low (less than 70)
Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.02,2.34,GRP,36,35800.0,Germany, Niedersachsen ,Cheap (less than 44290),Low (less than 70)
Deck Boat,Jeanneau power boats,new boat from stock,2014,5.0,2.0,PVC,35,13690.0,Other," Bratislava, Slovaquie",Cheap (less than 44290),Low (less than 70)
Flybridge,Doqueve power boats,"Used boat,Diesel",1996,11.25,3.6,PVC,35,45000.0,Spain," Torrevieja, Espagne",Medium (44290-250000),Low (less than 70)
Fishing Boat,Pro-Line power boats,"Used boat,Unleaded",2007,9.2,2.95,GRP,35,55000.0,Italy, Mar Tirreno,Medium (44290-250000),Low (less than 70)
Sport Boat,Sensation power boats,"new boat from stock,Unleaded",2019,7.18,2.6,GRP,35,64375.0,Spain, Denia,Medium (44290-250000),Low (less than 70)
Motor Yacht,ManÃ² power boats,"Used boat,Diesel",2008,12.0,3.94,GRP,35,133500.0,Italy, Adria,Expensive (more than 250000),Low (less than 70)
Flybridge,Bertram Yacht power boats,"Used boat,Diesel",1997,10.93,3.96,GRP,35,180000.0,Italy, Lazio ,Expensive (more than 250000),Low (less than 70)
Flybridge,Prestige Yachts power boats,"Used boat,Diesel",2013,11.25,3.72,PVC,35,218000.0,France," LA TRINITE SUR MER, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2003,15.88,4.48,GRP,35,269100.0,UnitedKingdom, Poole,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Azimut power boats,"Used boat,Diesel",2006,14.54,4.55,GRP,35,335000.0,Italy, Friuli Venezia Giulia ,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sealine power boats,"Used boat,Diesel",2008,14.9,4.61,GRP,35,349900.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,17.6,4.42,GRP,35,399000.0,Croatia(Hrvatska), Rijeka,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Princess power boats,Used boat,2007,18.19,4.62,GRP,35,489000.0,Croatia(Hrvatska), Dalmatia Dalmatia,Expensive (more than 250000),Low (less than 70)
Flybridge,BÃ©nÃ©teau power boats,"Used boat,Diesel",2017,15.1,4.32,PVC,35,686000.0,France," Bandol, France",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2008,21.98,5.7,GRP,35,924300.0,Other, Bodrum,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2010,20.15,4.91,GRP,35,990000.0,Other, .,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Fairline power boats,"Used boat,Diesel",2012,15.44,4.47,GRP,35,560000.0,Other, Tivat,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Sunseeker power boats,"Used boat,Diesel",2001,17.07,4.72,GRP,35,333450.0,UnitedKingdom, Torquay,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Jeanneau power boats,"new boat from stock,Diesel",0,11.51,3.62,GRP,35,265132.0,Germany,2,Expensive (more than 250000),Low (less than 70)
Pilothouse,Jeanneau power boats,"new boat from stock,Diesel",0,10.5,3.32,GRP,35,240023.0,Germany,2,Expensive (more than 250000),Low (less than 70)
Flybridge,Portofino Marine power boats,"Used boat,Diesel",2007,9.94,3.9,GRP,35,200000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Trawler,Smelne power boats,Used boat,2001,12.7,4.1,Steel,35,179500.0,Netherlands, In verkoophaven,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Rio power boats,"Used boat,Diesel",2011,13.35,4.0,GRP,35,179000.0,Italy, Friuli-Venezia Giulia,Expensive (more than 250000),Low (less than 70)
Motor Yacht,Airon Marine power boats,"Used boat,Diesel",2006,13.45,3.74,PVC,35,139000.0,France," COGOLIN, Les Marines de Cogolin",Expensive (more than 250000),Low (less than 70)
Motor Yacht,Rio power boats,Used boat,2006,12.94,3.0,GRP,35,130000.0,Italy, Campania ,Expensive (more than 250000),Low (less than 70)
Sport Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,9.0,2.97,PVC,35,120000.0,France," PORNICHET, PORNICHET",Expensive (more than 250000),Low (less than 70)
Deck Boat,Jeanneau power boats,"Used boat,Unleaded",2018,9.12,2.94,PVC,35,115000.0,France," BORMES LES MIMOSAS, France",Expensive (more than 250000),Low (less than 70)
Center console boat,Pro-Line power boats,"Used boat,Unleaded",2005,8.94,2.95,GRP,35,65000.0,Italy, Sardegna ,Medium (44290-250000),Low (less than 70)
Flybridge,Nautica power boats,"Used boat,Diesel",2003,8.76,3.04,GRP,35,65000.0,Croatia(Hrvatska), Rovinj,Medium (44290-250000),Low (less than 70)
Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",2020,6.55,2.6,GRP,35,63950.0,Germany, Berlin ,Medium (44290-250000),Low (less than 70)
Center console boat,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.86,2.48,PVC,35,51500.0,France," LA ROCHELLE, LA ROCHELLE",Medium (44290-250000),Low (less than 70)
Trawler,Airon Marine power boats,"Used boat,Diesel",2009,7.61,2.5,PVC,35,50000.0,Other,None,Medium (44290-250000),Low (less than 70)
Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.5,2.43,PVC,35,41000.0,France," les sables d olonne, les sables d olonne",Cheap (less than 44290),Low (less than 70)
Sport Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2019,5.02,2.12,GRP,35,25950.0,Germany, Ausstellungshalle Schweich,Cheap (less than 44290),Low (less than 70)
Sport Boat,Ventus power boats,Used boat,2013,9.3,2.65,Wood,34,165000.0,Other,None,Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,11.29,4.03,PVC,34,326000.0,France," SAINT GILLES CROIX DE VIE, LES SABLES OLONNE",Expensive (more than 250000),Low (less than 70)
Flybridge,Azimut power boats,"Used boat,Diesel",2006,19.2,5.05,GRP,34,475000.0,Croatia(Hrvatska),None,Expensive (more than 250000),Low (less than 70)
Trawler,BÃ©nÃ©teau power boats,"new boat from stock,Diesel",2020,13.43,4.2,PVC,34,499000.0,France," LES SABLES OLONNE, France",Expensive (more than 250000),Low (less than 70)
